Pre-Prod No.;Client;Description;Artwork required;STATUS;Comments;Artwork Received;Sent Proof for WT_SP;Sent Proof to Client;Proof Approved (Conventional);Ordered Plates;Plates Arrived;Ordered Foil Block;Foil Block Arrived;Quoted;Spec Supplied
15420;Environ Skin Care;Rad Even Tone More Suncare + Mineral Sunscreen SPF 15 125ml;;Closed;;18.12.2019;17.01.2020;17.01.2020;20.01.2020;21.01.2020;23.01.2020;21.01.2020;;;
15421;Cape Aloe SA;Tube 40x170/10 Coex White;;;;;;;;;;;;;
15422;Canway;Cap 24/410 Light pink 176c;;;;;;;;;;;;;
15423;Canway;Cap 24/410 Tnt Light pink 177c;;;;;;;;;;;;;
15424;Amka Products;R/O Cap Domed 0 Tint White;;;;;;;;;;;;;
15425;Serendipity;Tube 50x150/8 Coex White;;;;;;;;;;;;;
15426;Repcillin;Crocodile Oil 50ml;;;;;;;;;;;;;
15427;Glamit;Boston Round PET 300ml Prl Pink ITW 15316;;;;;;;;;;;;;
15428;Tiger (Filler Prime);Tile Cleaner 750ml;;;;;;;;;;;;;
15429;Sh'zen;Deoderising Foot Powder Bottle 100g - Printed;;Closed;;02.11.2020;18.02.2020;18.02.2020;20.02.2020;21.02.2020;25.02.2020;;;;
15430;Repcillin;Crocodile Oil 15ml;;;;;;;;;;;;;
15431;Desert Hills;Tube 35x100/4 PBL White 50ml;;;;;;;;;;;;;
15432;Rolfe Lab.;2lt Magic Cap - Orange Wait on samples of bulk;;;;;;;;;;;;;
15433;Rolfe Lab.;2lt Magic Cap - Pink Wait on samples of bulk;;;;;;;;;;;;;
15434;Rolfe Lab.;2lt Magic Cap - Turquoise Wait on samples of bulk;;;;;;;;;;;;;
15435;Rolfe Lab.;2lt Magic Cap - Green Wait on samples of bulk;;;;;;;;;;;;;
15436;The Lash Collection;Lashes By Design 50ml;;;;;;;;;;;;;
15437;Shield Chemicals;Additive Bottle 350ml - Drawing;;;;;;;;;;;;;
15438;Avroy Shlain;JS Luxury Hand and Body Lotion 200ml;;;;;;;;;;;;;
15439;Amka Products;Big Ball R/O Bottle Natural - Indented;;;;;;;;;;;;;
15440;Indigo Cosmetics;Panache Body Lotion 150ml;;;;;;;;;;;;;
15441;Indigo Cosmetics;Panache Hand Cream 75ml;;;;;;;;;;;;;
15442;Indigo Cosmetics;I Love Vanilla Hand Cream 75ml;;;;;;;;;;;;;
15443;Indigo Cosmetics;I Love Vanilla Body Lotion 150ml;;;;;;;;;;;;;
15444;Indigo Cosmetics;I Love Candy Body Lotion 150ml;;;;;;;;;;;;;
15445;Indigo Cosmetics;Hoity Toity Body Lotion 150ml;;;;;;;;;;;;;
15446;Nature Fresh;Pure Smile CBD 100ml;;;;;;;;;;;;;
15447;CT Toiletry CO;LM Blue Hair Gel 100ml;;;;;;;;;;;;;
15448;CT Toiletry CO;LM Blue Gel Based Moisturiser 125ml;;;;;;;;;;;;;
15449;CT Toiletry CO;LM Blue Foaming Shaving Gel 125ml;;;;;;;;;;;;;
15450;Mosaic;Woolworths Marrakech Shower Gel 75ml;;;;;;;;;;;;;
15451;Mosaic;Woolworths Blue Shower Gel 75ml;;;;;;;;;;;;;
15452;Mosaic;Woolworths Ultra Blue Shower Gel 75ml;;;;;;;;;;;;;
15453;Lamicare;BITE Sting Tubs 25g;;;;;;;;;;;;;
15454;Catwalk;Magnolia Sensitive Skin 200ml;;Closed;;03.02.2020;03.02.2020;05.02.2020;07.02.2020;10.02.2020;14.02.2020;;;;
15455;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Female Warrior Hand Cream 50ml;;;;;;;;;;;;;
15456;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Bliss Hand Cream 50ml;;;;;;;;;;;;;
15457;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Blossom Hand Cream 50ml;;;;;;;;;;;;;
15458;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Peace of Mind Hand Cream 50ml;;;;;;;;;;;;;
15459;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Female Warrior Body and Mind Cream 150ml;;;;;;;;;;;;;
15460;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Peace of Mind Body and Mind Cream 150ml;;;;;;;;;;;;;
15461;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Blossom Body and Mind Cream 150ml;;;;;;;;;;;;;
15462;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Bliss Body and Mind Cream 150ml;;;;;;;;;;;;;
15463;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Shine Deep Cleansing Mask 100ml;;;;;;;;;;;;;
15464;Skin Esiology Vibrational Skincare;Skin Esiology Vibrational Skincare Earthing Gentle Cleanser 100ml;;;;;;;;;;;;;
15465;Afriplex;Screw Cap 24/410 With Wadding no thrustrum ITW15086;;;;;;;;;;;;;
15466;Global Grinders;GG Clear PET Bottle Mould Modification 200ml ITW 15474;;;;;;;;;;;;;
15467;Avroy Shlain;Perfect Luxury Hand & Body Lotion 200ml;;Closed;;22.01.2020;12.02.2020;12.02.2020;17.02.2020;14.05.2020;15.05.2020;;;;
15468;AJ North;Soft & Smooth Hair Remover For Men 150ml;;;;;;;;;;;;;
15469;Cape Aloe SA;Plain Tube 10ml 40x120/6 Coex White;;;;;;;;;;;;;
15470;Saradox;GS Rock & Rooibos & Moraccan Oil Replenishing Anti-Oxidant Hand Cream 75ml;;;;;;;;;;;;;
15471;Indigo Cosmetics;English Blazer Cool Body Lotion 200ml;;Closed;;20.01.2020;27.01.2020;27.01.2020;11.02.2020;12.02.2020;14.02.2020;;;;
15472;Indigo Cosmetics;English Blazer Intence Body Lotion 200ml;;Closed;;20.01.2020;27.01.2020;27.01.2020;11.02.2020;12.02.2020;14.02.2020;;;;
15473;Aloe Ferox;Sun Care Lotion SPF50 150ml;;;;;;;;;;;;;
15474;Trade City;Glycerine 100ml - Drawing;;;;;;;;;;;;;
15475;Charlotte Rhys;Round PET  Black 100ml - Drawing;;;;;;;;;;;;;
15476;Trade City;J Jar and lid  500ml - Unprinted;;;;;;;;;;;;;
15477;Trade City;J Jar - Unprinted - Green;;;;;;;;;;;;;
15478;Trade City;J Lid 500ml Green;;;;;;;;;;;;;
15479;Justine;Justine Tissue Oil Cap - White Logo Change( Duplicate of 15714 );;;;;;;;;;;;;
15480;Libstar;Food Lovers Tonic 1Lt  - Labelled;;;;;;;;;;;;;
15481;Libstar;Food Lovers Tonic S/Free 1Lt  - Labelled;;;;;;;;;;;;;
15482;Libstar;Food Lovers Dry Lemon S/Free 1Lt  - Labelled;;;;;;;;;;;;;
15483;Libstar;Food Lovers Ginger Ale 1Lt  - Labelled;;;;;;;;;;;;;
15484;Libstar;Food Lovers Lemonade 1Lt  - Labelled;;;;;;;;;;;;;
15485;Avroy Shlain;Endangered For Him Body Wash 200ml;;Closed;;16.01.2020;04.02.2020;05.02.2020;20.02.2020;21.02.2020;25.02.2020;;;;
15486;Tiger (Filler Prime);Purity Stain Remover 80ml - Label;;;;;;;;;;;;;
15487;Justine;Body Balance Gentle Feminine Wash 250ml;;Closed;;11.12.2019;03.02.2020;03.02.2020;02.06.2020;10.02.2020;12.02.2020;;;;
15488;Dipidax;Mr Bains Kids Polar Berry 50ml ;;;;;;;;;;;;;
15489;Dipidax;Mr Bains Toothpaste 75ml;;;;;;;;;;;;;
15490;K & F Industries;58mm Straight Side Jar;;;;;;;;;;;;;
15491;K & F Industries;58mm Ribbed Closure;;;;;;;;;;;;;
15492;K & F Industries;70mm Straight Side Jar;;;;;;;;;;;;;
15493;K & F Industries;70mm Ribbed Closure;;;;;;;;;;;;;
15494;Shield Chemicals;Trigger 1Lt White PET Bottle - Unptd;;;;;;;;;;;;;
15495;Canway;OSH - Happy Hands Radiant Rose 24Hr Moisture Hand Cream 75ml;;;;;;;;;;;;;
15496;Sh'zen;Sh'zen Phyto Renewing Night Cream 35ml;;Cancelled;;;;;;;;;;;
15497;Sh'zen;Sh'zen Phyto Renewing Night Cream 50ml;;Closed;;28.02.2020;03.03.2020;04.03.2020;05.03.2020;05.03.2020;09.03.2020;;;;
15498;Genop Healthcare;4 cavity Light Weight 450ml Genop Jar Mould;;;;;;;;;;;;;
15499;Bowler CT;Square Screw On Bump Off Cap;;;;;;;;;;;;;
15500;Indigo Cosmetics;I Love Cherry Pop Whipped Cream 150ml;;Closed;;;;;;;;17.04.2020;08.05.2020;;
15501;Indigo Cosmetics;I Love Tropical Whipped Cream 150ml;;Closed;;;;;;;;17.04.2020;08.05.2020;;
15502;Spanjaard;Non Melt Grease 100g;;;;;;;;;;;;;
15503;Zeta Laboratories;B/B R/O Cap - Frosted;;;;;;;;;;;;;
15504;Divpharm;T Sooth Gel 100ml;;;;;;;;;;;;;
15505;Divpharm;T Soothe Gel 50ml;;;;;;;;;;;;;
15506;Mentholatum;Muscle Rescue 50g ;;Closed;;05.02.2020;06.02.2020;11.02.2020;11.02.2020;18.02.2020;20.02.2020;;;;
15507;Royal Secrets;Royal Secrets Para B/B R/O Bottle;;Closed;;29.01.2020;19.02.2020;24.02.2020;27.02.2020;27.02.2020;02.03.2020;;;;
15508;Royal Secrets;Royal Secrets  B/B R/O Cap;;;;;;;;;;;;;
15509;Supernice Trading;340g Supernice PET Honey Bottle - Drawing;;;;;;;;;;;;;
15510;Supernice Trading;475 Supernice PET Honey Bottle - Drawing;;;;;;;;;;;;;
15511;Aloe Ferox;Aloe Ferox Neck Cream 50ml;;;;;;;;;;;;;
15512;Canway;OSH Body Bitter Tub 125ml;;;;;;;;;;;;;
15513;Canway;OSH Body Butter Lid 125ml;;;;;;;;;;;;;
15514;Canway;OSH Body Butter Lid Honey & Almond 125ml;;;;;;;;;;;;;
15515;Mentholatum;Blue Venus Bottle 175ml  see 15749;;;;;;;;;;;;;
15516;Canway;OSH Body Biutter Jar Honey & Almond  125ml;;;;;;;;;;;;;
15517;Revita Health;Anti Age Face Cream 50ml;;Closed;;17.02.2020;21.02.2020;24.02.2020;26.02.2020;27.02.2020;02.03.2020;27.02.2020;;;
15518;Yungskin;Foiled Exfoliator 100ml;;;;;;;;;;;;;
15519;Skinchem (PTY) LTD.;I/G Ella Rice Milk & Peach Extract Hand Butter Crème 100ml;;Cancelled;;17.04.2020;08.05.2020;08.05.2020;12.05.2020;12.05.2020;14.05.2020;;;;
15520;Skinchem (PTY) LTD.;I/G Ava Green Tea & Aloe Extract Hand Butter Crème 100ml;;Cancelled;;17.04.2020;08.05.2020;08.05.2020;14.05.2020;14.05.2020;18.05.2020;;;;
15521;Global Grinders;Global GA 38mm Grinder;;;;;;;;;;;;;
15522;Formulage;50ml  35x90/10 PBL White -Unprinted;;;;;;;;;;;;;
15523;Global Grinders;Global Grinder 38A Black;;;;;;;;;;;;;
15524;Global Grinders;Global Grinder 38A Base Black;;;;;;;;;;;;;
15525;Global Grinders;Global Grinder 38A Gear Black;;;;;;;;;;;;;
15526;Global Grinders;Global Grinder Natural Outer Gear;;;;;;;;;;;;;
15527;Global Grinders;Global Grinder Natural Inner gear;;;;;;;;;;;;;
15528;Pioneer Foods;5Lt Orange Handle Cancelled Warren Whatsapp 25/2/2020;;;;;;;;;;;;;
15529;DNA Biopharm;Xerio Cream 100ml (Cancelled gone to Digital);;Closed;;20.02.2020;24.02.2020;26.02.2020;02.03.2020;05.03.2020;09.03.2020;;;;
15530;DNA Biopharm;Xerio Shampoo Venus Bottle ;;Closed;;20.02.2020;24.02.2020;26.02.2020;05.03.2020;05.03.2020;09.03.2020;;;;
15531;Tiger (Filler Prime);Ingrams 500ml Lid Prl process Blue;;;;;;;;;;;;;
15532;Serendipity;50x180/10LDPE White ;;;;;;;;;;;;;
15533;Serendipity;50x180/8 Coex White Tube;;;;;;;;;;;;;
15534;Bowler CT;175 ml Venus Mould Modification;;;;;;;;;;;;;
15535;Bowler CT;220 ml Venus Mould Modification;;;;;;;;;;;;;
15536;Bowler CT;250 ml Venus Mould Modification;;;;;;;;;;;;;
15537;Bowler CT;400 ml Venus Mould Modification;;;;;;;;;;;;;
15538;Bowler CT;750 ml Venus Mould Modification;;;;;;;;;;;;;
15539;Pharmaforce;100g Go Pain Gel;;;;;;;;;;;;;
15540;Catwalk;PET 50ml 24/410 Neck - Natural;;;;;;;;;;;;;
15541;Aerosol & Cosm.;Unprinted 40x120/10 Coex White 100ml;;;;;;;;;;;;;
15542;;;;;;;;;;;;;;;
15543;Rush Fragrances;B/B R/O Bottle Para Silver;;Closed;;10.02.2020;18.02.2020;18.02.2020;05.03.2020;05.03.2020;06.03.2020;;;;
15544;Eswanti Indigenous Products;Swati Secrets Body Lotion 25ml;;Closed;;27.01.2020;14.02.2020;14.02.2020;17.02.2020;21.02.2020;24.02.2020;;;;
15545;Eswanti Indigenous Products;Swati Secrets Conditioner 25ml;;Closed;;27.01.2020;14.02.2020;14.02.2020;17.02.2020;21.02.2020;24.02.2020;;;;
15546;Eswanti Indigenous Products;Swati Secrets Shampoo 25ml;;Closed;;27.01.2020;14.02.2020;14.02.2020;17.02.2020;21.02.2020;24.02.2020;;;;
15547;Eswanti Indigenous Products;Swati Secrets Lip Balm 13g;;Closed;;19.02.2020;20.02.2020;24.02.2020;06.03.2020;09.03.2020;10.03.2020;09.03.2020;12.03.2020;;
15548;Comafrica Marketing;Crez Hand & Body Cream Cocoa Butter 150ml;;;;;;;;;;;;;
15549;Comafrica Marketing;Crez Hand & Body Cream Tissue Oil 150ml;;;;;;;;;;;;;
15550;The Bespoke Amenties Co.;310 Bespoke 50% RPET ;;;;;;;;;;;;;
15551;Fabupharm;100ml Tall Boston Round Yellow PET Bottle 24/410 Neck;;;;;;;;;;;;;
15552;Shalina (PTY) LTD;Diproson 400g E Jar ;;Closed;;11.02.2020;13.02.2020;14.02.2020;20.02.2020;24.02.2020;26.02.2020;;;;
15553;Shalina (PTY) LTD;Betasol 400g E Jar;;Closed;;11.02.2020;13.02.2020;14.02.2020;20.02.2020;24.02.2020;26.02.2020;;;;
15554;Comafrica Marketing;B/B R/O Cap - Musk & Pink;;;;;;;;;;;;;
15555;Catwalk;Gifts From Nature Argan Hand Cream 100ml;;;;;;;;;;;;;
15556;Catwalk;Gifts From Nature Coconut & Vanilla Hand Cream100ml;;;;;;;;;;;;;
15557;Alco ;Botox 500J Jar ;;Closed;;05.02.2020;26.02.2020;27.02.2020;09.03.2020;09.03.2020;10.03.2020;;;;
15558;Alco ;Botox 500 J lid;;;;;;;;;;;;;
15559;Jotesba;Tube 35x120/10 PBL White;;;;;;;;;;;;;
15560;Jotesba;Tube 25x100/4 PBL White;;;;;;;;;;;;;
15561;Jotesba;Tube 40x120/10  PBL White;;;;;;;;;;;;;
15562;Makoya Adhesive Ltd;Adhesi ve 90ml;;;;;;;;;;;;;
15563;Makoya Adhesive Ltd;Adhesive 50ml;;;;;;;;;;;;;
15564;Afriplex;Rethink CBD Hand Cream 50ml;;;;;;;;;;;;;
15565;Afriplex;Rethink CBD Pain Relief Cream 100ml;;;;;;;;;;;;;
15566;Afriplex;Rethink CBD Body Lotion 200ml;;;;;;;;;;;;;
15567;Bon natural Oil;PET Boston Round 400ml;;;;;;;;;;;;;
15568;Justine;Ithemba Hand Cream 50ml Replaced by 16823;;Closed;;12.02.2020;23.03.2020;23.03.2020;29.01.2021;01.02.2021;03.02.2021;;;;
15569;Justine;Tissue Oil Nourishing Conditioner 250ml ITW 15350;;Closed;;22.01.2020;04.03.2020;04.03.2020;10.03.2020;16.03.2020;18.03.2020;;;;
15570;Justine;Tissue Oil Nourishing Shampoo 250ml;;Closed;;22.01.2020;04.03.2020;04.03.2020;10.03.2020;16.03.2020;18.03.2020;;;;
15571;Drifts Brands;Drift Cockroach Killer Ultra 50ml;;;;;;;;;;;;;
15572;Heuningsoet;Summer Harvest Raw Honey 30ml;;;;;;;;;;;;;
15573;Elso Holdings;2 Lt Bubble Bath Bottle - Drawing;;;;;;;;;;;;;
15574;Prime Products;Tabasheer Gold Perfumed Body Cream 100ml;;Closed;;27.02.2020;27.02.2020;27.02.2020;05.03.2020;05.03.2020;09.03.2020;;;;
15575;Charlotte Rhys;Tsogo Sun Bath Salt 50ml (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15576;Charlotte Rhys;Tsogo Sun Hair Conditioner 50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15577;Charlotte Rhys;Tsogo Sun Shampoo 50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15578;Charlotte Rhys;Tsogo Sun Foam Bath 50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15579;Charlotte Rhys;Tsogo Sun Body Lotion  50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15580;Charlotte Rhys;Tsogo Sun Conditioning Shampoo 50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15581;Charlotte Rhys;Tsogo Sun Bath And Shower Gel 50ml l (11g);;Closed;;17.02.2020;03.03.2020;23.03.2020;;;;;;;
15582;RG Products;Red Always With You 200ml;;Closed;;02.03.2020;02.03.2020;02.03.2020;06.04.2020;17.04.2020;20.04.2020;;;;
15583;RG Products;Dark Blue Always With You 200ml;;Closed;;02.03.2020;02.03.2020;02.03.2020;06.04.2020;17.04.2020;20.04.2020;;;;
15584;Fulvimed;Fulvimed Skin And Wound Care Gel 25g;;;;;;;;;;;;;
15585;Fulvimed;Fulvirex Athletes Foot Cream 25g;;;;;;;;;;;;;
15586;Charlotte Rhys;Charlotte Rhys Body Lotion 50mll (11g);;;;;;;;;;;;;
15587;Charlotte Rhys;Charlotte Rhys Shampoo 50ml l (11g);;;;;;;;;;;;;
15588;Charlotte Rhys;Charlotte Rhys Shower Gel 50mll (11g);;;;;;;;;;;;;
15589;Charlotte Rhys;Charlotte Rhys Conditioning Gel 50ml l (11g);;;;;;;;;;;;;
15590;Charlotte Rhys;Charlotte Rhys Foam Bath Gel 50ml l (11g);;;;;;;;;;;;;
15591;Charlotte Rhys;Charlotte Rhys Bath Salts 50ml l (11g);;;;;;;;;;;;;
15592;Canway;OSH Moonlight Floral Handcream 75ml (cancelled 21/2/20);;;;;;;;;;;;;
15593;Saradox;Good Stuff In Good Hands Lemongrass R/Bos & Ginger Hand Cream 75ml;;;;;;;;;;;;;
15594;Saradox;Good Stuff Spa Argan & Jasmine Hand Cream 60ml;;;;;;;;;;;;;
15595;Saradox;Good Stuff Nourish & Flourish Hand Cream 75ml;;;;;;;;;;;;;
15596;Mentholatum;Deep Freeze 35g;;Closed;;17.02.2020;27.02.2020;27.02.2020;12.03.2020;16.03.2020;17.03.2020;;;;
15597;Mentholatum;Deep Freeze 100g;;Closed;;17.02.2020;27.02.2020;27.02.2020;12.03.2020;16.03.2020;17.03.2020;;;;
15598;Mentholatum;Eskamel;;;;;;;;;;;;;
15599;Bowler CT;22mm PET Puffer Modification;;;;;;;;;;;;;
15600;Bowler CT;38 & 45 mm PET Umbrella Cap Modification;;;;;;;;;;;;;
15601;Essel Products;Dermaplex Triple Action Cleanser Wash 150ml;;Closed;;14.02.2020;03.04.2020;03.04.2020;25.03.2020;25.03.2020;01.04.2020;25.03.2020;;;
15602;Sh'zen;Clarins SOS Primer - Colour Match;;;;;;;;;;;;;
15603;Aloe Ferox;Aloe Ferox Hand Cream 75ml;;;;;;;;;;;;;
15604;Aloe Ferox;Aloe Ferox Classic Whole Leaf Aloe Gel 75ml;;;;;;;;;;;;;
15605;Edelweiss;Jaminah Night Cream SPF30 75ml;;;;;;;;;;;;;
15606;Edelweiss;Jaminah Moisturiser 75ml;;;;;;;;;;;;;
15607;Justine;Tissue Oil Skin Repair Face Cream SPF20 For Oily Skin 30ml;;Cancelled;;27.02.2020;03.03.2020;04.03.2020;;;;;;;
15608;Jr Watkins;Tube 35x120/10 LDPE White  Gloss laq. Unprinted;;;;;;;;;;;;;
15609;WBMED (PTY) Ltd;Basix Skin Repair Cream + Macademia Oil 50ml;;;;;;;;;;;;;
15610;WBMED (PTY) Ltd;Basix Skin Repair Cream + Kigelia Africana 50ml;;;;;;;;;;;;;
15611;Terramer;Optigel Muscle & Joint Pain Relief Gel 100ml;;;;;;;;;;;;;
15612;Rolfe Lab.;2l Magic Cap _ White;;;;;;;;;;;;;
15613;Sh'zen;Clinique 2 In 1 - Colour Match;;;;;;;;;;;;;
15614;DPB Consulting;Diff & Gear Treatment 120ml;;;;;;;;;;;;;
15615;DPB Consulting;Power Steering Treatment 120ml;;;;;;;;;;;;;
15616;DPB Consulting;Automative Transmission Treatment 120ml;;;;;;;;;;;;;
15617;DPB Consulting;Seal Conditioner 120ml;;;;;;;;;;;;;
15618;Bowler CT;Standard CR 8gr 50ml PET;;;;;;;;;;;;;
15619;Rolfe Lab.;MRP Lemon Grass Body Lotion 300ml;;;;;;;;;;;;;
15620;Rolfe Lab.;MRP Jasmine Shower Cream 300ml;;;;;;;;;;;;;
15621;Rolfe Lab.;MRP Lemon Grass Shower Cream 300ml;;;;;;;;;;;;;
15622;Rolfe Lab.;MRP Vanilla Body Lotion 300ml;;;;;;;;;;;;;
15623;Rolfe Lab.;MRP Wild Fig Body Lotion 300ml;;;;;;;;;;;;;
15624;Rolfe Lab.;MRP Jasmine Body Lotion 300ml;;;;;;;;;;;;;
15625;Rolfe Lab.;MRP Wild Fig Shower Cream 300ml;;;;;;;;;;;;;
15626;Rolfe Lab.;MRP Vanilla Shower Cream 300ml;;;;;;;;;;;;;
15627;Delux Marketing CC;450ml E Jar - Black;;;;;;;;;;;;;
15628;Delux Marketing CC;450ml E Lid - Black;;;;;;;;;;;;;
15629;Canway;Skin Teritory After Shave Balm 75ml;;Closed;;04.03.2020;09.03.2020;10.03.2020;16.03.2020;16.03.2020;17.03.2020;;;;
15630;Glamit;Tall Boston Round 300ml;;;;;;;;;;;;;
15631;Canway;Dr Sole Anti Peeling Foot Cream;;;;;;;;;;;;;
15632;Tiger (Filler Prime);Flat Lid Non T/Lock - White;;;;;;;;;;;;;
15633;Tiger (Filler Prime);450ml Non T/lock Jar - White;;;;;;;;;;;;;
15634;Dickon Hall;375ml Sauce Bottle;;;;;;;;;;;;;
15635;Biologic Pharm;Hand Sanitizer 50ml;;Closed;SIP;16.03.2020;16.03.2020;16.03.2020;17.03.2020;18.03.2020;19.03.2020;;;;
15636;Biologic Pharm;Hand Sanitiser 100ml;;Closed;SIP;16.03.2020;16.03.2020;16.03.2020;17.03.2020;18.03.2020;19.03.2020;;;;
15637;Canway;OSH Cap Tnt Red;;;;;;;;;;;;;
15638;Avroy Shlain;After Midnight Dream Fantacy 200ml;;Closed;;12.02.2020;20.03.2020;23.03.2020;23.03.2020;24.03.2020;30.03.2020;;;;
15639;House Of Aloes;Alcare Aloe Heat Rub 50ml;;Closed;;26.02.2020;20.03.2020;23.03.2020;25.03.2020;25.03.2020;30.03.2020;;;;
15640;Tiger (Filler Prime);Status R/O Bottle Ingrams Green 3435c;;;;;;;;;;;;;
15641;Tiger (Filler Prime);Status R/O Bottle Ingrams Green Prl 3435c;;;;;;;;;;;;;
15642;Tiger (Filler Prime);Status R/O Bottle Prl Grey 432c;;;;;;;;;;;;;
15643;Tiger (Filler Prime);Status R/O Bottle Prl Grey 433c;;;;;;;;;;;;;
15644;Tiger (Filler Prime);Status R/O Bottle Prl Drk Grey 446c;;;;;;;;;;;;;
15645;Tiger (Filler Prime);Status R/O Bottle Prl Light Grey 419c;;;;;;;;;;;;;
15646;Tiger (Filler Prime);Status R/O Bottle Prl White;;;;;;;;;;;;;
15647;Tiger (Filler Prime);Status R/O Bottle Grey;;;;;;;;;;;;;
15648;Tiger (Filler Prime);Status R/O Cap Tnt Black;;;;;;;;;;;;;
15649;Tiger (Filler Prime);Status R/O Cap Tnt Grey 432c;;;;;;;;;;;;;
15650;Tiger (Filler Prime);Status R/O Cap Tnt Grey 433c;;;;;;;;;;;;;
15651;Tiger (Filler Prime);Status R/O Cap Tnt Grey 446c;;;;;;;;;;;;;
15652;Tiger (Filler Prime);Status R/O Cap Tnt Grey 419c;;;;;;;;;;;;;
15653;Tiger (Filler Prime);Status R/O Cap Green3435c;;;;;;;;;;;;;
15654;Tiger (Filler Prime);Status R/O Cap Green Prl 3435c;;;;;;;;;;;;;
15655;Tiger (Filler Prime);Status R/O Cap Tnt 3435c;;;;;;;;;;;;;
15656;Chet Chemicals;28/410 Cap Grey - Toilet seat;;;;;;;;;;;;;
15657;Pharma Q;Tube 22x105/4 LDPE White ;;;;;;;;;;;;;
15658;Capri-Chem;500ml PET Boston Rount - Tnt Green;;;;;;;;;;;;;
15659;Shield Chemicals;Handex Clear PET Bottle 350ml Labelled;;;;;;;;;;;;;
15660;Boshoff Brands;Vode Premium (Still And Sparkling) 1.35Lt;;;;;;;;;;;;;
15661;Boshoff Brands;Vode Premium (Still And Sparkling) 535Ml;;;;;;;;;;;;;
15662;Pepper Tree Packaging;Hand Sanitizer Instant hand Hygene 50ml;;;;;;;;;;;;;
15663;Charlotte Rhys;Waterless Hand Sanitisers 75ml;;;;;;;;;;;;;
15664;;;;;;;;;;;;;;;
15665;;;;;;;;;;;;;;;
15666;Sanria 26;Hand Sanitiser 100ml;;;;;;;;;;;;;
15667;Skinchem (PTY) Ltd.;I/G Hand Sanitiser 100ml;;Closed;;19.03.2020;19.03.2020;23.03.2020;23.03.2020;23.03.2020;24.03.2020;;;;
15668;Botle Buhle;Revo Bottle 200ml;;;;;;;;;;;;;
15669;Botle Buhle;Revo Bottle 400ml;;;;;;;;;;;;;
15670;Sanria 26;Cylindrical Bottle 150ml - Natural Lt Weight;;;;;;;;;;;;;
15671;Sanria 26;Denorex Bottle 60ml - Natural;;;;;;;;;;;;;
15672;Sanria 26;Denorex Cap - White;;;;;;;;;;;;;
15673;Justine;Justine Tissue Oil 200ml - PET;;Closed;;18.03.2020;25.03.2020;25.03.2020;26.03.2020;26.03.2020;13.05.2020;26.03.2020;13.05.2020;;
15674;CANWAY;OSH - Big Ball R/O Cap Domed -White;;;;;;;;;;;;;
15675;Botle Buhle;New Venus Cap - Black (ITW15668);;;;;;;;;;;;;
15676;Sibhale Skin Solutions;Marula Skin Oil Hand Cream 100ml;;;;;;;;;;;;;
15677;Sibhale Skin Solutions;Pomegranite Face Wash 150ml;;;;;;;;;;;;;
15678;Bioflora;Plain Tube 75ml;;;;;;;;;;;;;
15679;Catwalk;Ingrams Lid - No Logo (R2 jar);;;;;;;;;;;;;
15680;Botle Buhle;Divina Hand Cream 30ml (Cancelled as per Karen) will run later in year;;Closed;;18.03.2020;24.03.2020;24.03.2020;26.03.2020;26.03.2020;13.05.2020;;;;
15681;Indigo Cosmetics;English Blazer Original Hair & Body Wash 150ml;;Closed;;05.02.2020;24.03.2020;24.03.2020;07.05.2020;08.05.2020;11.05.2020;;;;
15682;Indigo Cosmetics;English Blazer Black  Hair & Body Wash 150ml;;Closed;;05.02.2020;24.03.2020;24.03.2020;07.05.2020;08.05.2020;11.05.2020;;;;
15683;Skinchem (PTY) Ltd.;VIP Beauty Hand Sanitiser 100ml;;;;;;;;;;;;;
15684;Justine;Justine Tissue Oil 100ml - PET;;Closed;;18.03.2020;09.04.2020;09.04.2020;14.04.2020;17.04.2020;20.04.2020;17.04.2020;13.05.2020;;
15685;Justine;Justine Tissue Oil 60ml - PET;;Closed;;18.03.2020;09.04.2020;09.04.2020;14.04.2020;17.04.2020;20.04.2020;17.04.2020;13.05.2020;;
15686;Aloe Ferox;Aloe Ferox Universal 75ml ;;;;;;;;;;;;;
15687;Aloe Ferox;Aloe Ferox Universal 150ml ;;;;;;;;;;;;;
